0.0000000000	0.0000000000	0.0000000000	0.9990529547
0.0200400802	-0.0000216618	-0.0010830917	-0.0541545845
0.0400801603	0.0001507346	0.0086198213	0.4851456497
0.0601202405	0.0002285177	0.0038891573	-0.2365331994
0.0801603206	0.0000402917	-0.0094113032	-0.6650230237
0.1002004008	-0.0002526630	-0.0146477327	-0.2618214780
0.1202404810	-0.0002326728	0.0009995110	0.7823621835
0.1402805611	-0.0001280137	0.0052329507	0.2116719860
0.1603206413	0.0003321793	0.0230096515	0.8888350438
0.1803607214	0.0005465417	0.0107181218	-0.6145764881
0.2004008016	0.0003839282	-0.0081306753	-0.9424398521
0.2204408818	0.0006092441	0.0112657934	0.9698234324
0.2404809619	0.0009240472	0.0157401583	0.2237182449
0.2605210421	0.0016170781	0.0346515440	0.9455692864
0.2805611222	0.0019449963	0.0163959062	-0.9127818917
0.3006012024	0.0025278689	0.0291436325	0.6373863178
0.3206412826	0.0028421724	0.0157151769	-0.6714227813
0.3406813627	0.0035106836	0.0334255577	0.8855190415
0.3607214429	0.0040749504	0.0282133419	-0.2606107941
0.3807615230	0.0048676324	0.0396340990	0.5710378578
0.4008016032	0.0060454424	0.0588904982	0.9628199609
0.4208416834	0.0071351839	0.0544870774	-0.2201710437
0.4408817635	0.0082831772	0.0573996654	0.1456293995
0.4609218437	0.0094847729	0.0600797833	0.1340058967
0.4809619238	0.0105028335	0.0509030304	-0.4588376443
0.5010020040	0.0116381827	0.0567674609	0.2932215255
0.5210420842	0.0128926134	0.0627215347	0.2977036890
0.5410821643	0.0138998026	0.0503594572	-0.6181038737
0.5611222445	0.0146713283	0.0385762893	-0.5891583947
0.5811623246	0.0150439056	0.0186288603	-0.9973714490
0.6012024048	0.0153428582	0.0149476332	-0.1840613549
0.6212424850	0.0153014198	-0.0020719201	-0.8509776693
0.6412825651	0.0153376262	0.0018103167	0.1941118421
0.6613226453	0.0151375088	-0.0100058678	-0.5908092259
0.6813627255	0.0146272789	-0.0255114966	-0.7752814400
0.7014028056	0.0141610294	-0.0233124737	0.1099511458
0.7214428858	0.0136474342	-0.0256797615	-0.1183643907
0.7414829659	0.0128491370	-0.0399148603	-0.7117549406
0.7615230461	0.0116612383	-0.0593949328	-0.9740036239
0.7815631263	0.0105310597	-0.0565089319	0.1443000468
0.8016032064	0.0090365322	-0.0747263710	-0.9108719566
0.8216432866	0.0075637104	-0.0736410920	0.0542639523
0.8416833667	0.0057202158	-0.0921747308	-0.9266819438
0.8617234469	0.0037358001	-0.0992207865	-0.3523027828
0.8817635271	0.0016404515	-0.1047674276	-0.2773320547
0.9018036072	-0.0001855659	-0.0913008721	0.6733277742
0.9218436874	-0.0021088690	-0.0961651530	-0.2432140460
0.9418837675	-0.0039058575	-0.0898494249	0.3157864062
0.9619238477	-0.0059070915	-0.1000617020	-0.5106138559
0.9819639279	-0.0082165241	-0.1154716267	-0.7704962364
1.0020040080	-0.0107758959	-0.1279685905	-0.6248481894
1.0220440882	-0.0130227696	-0.1123436879	0.7812451335
1.0420841683	-0.0152368623	-0.1107046338	0.0819527009
1.0621242485	-0.0174281175	-0.1095627589	0.0570937447
1.0821643287	-0.0198356271	-0.1203754788	-0.5406359922
1.1022044088	-0.0225507017	-0.1357537326	-0.7689126917
1.1222444890	-0.0251590624	-0.1304180316	0.2667850534
1.1422845691	-0.0281663552	-0.1503646411	-0.9973304796
1.1623246493	-0.0312799497	-0.1556797253	-0.2657542057
1.1823647295	-0.0347206440	-0.1720347163	-0.8177495499
1.2024048096	-0.0380897697	-0.1684562862	0.1789215052
1.2224448898	-0.0413946681	-0.1652449180	0.1605684064
1.2424849699	-0.0448725384	-0.1738935171	-0.4324299546
1.2625250501	-0.0484832486	-0.1805355068	-0.3320994835
1.2825651303	-0.0523726206	-0.1944685997	-0.6966546454
1.3026052104	-0.0563275067	-0.1977443083	-0.1637854319
1.3226452906	-0.0600340401	-0.1853266704	0.6208818949
1.3426853707	-0.0633713748	-0.1668667328	0.9229968811
1.3627254509	-0.0669649747	-0.1796799972	-0.6406632170
