0.0000000000	0.0000000000	0.0000000000	-0.4212419777
0.0200004000	0.0002248433	0.0112421631	0.5621081540
0.0400008000	0.0004427394	0.0108948052	-0.0173678932
0.0600012000	0.0008525100	0.0204885323	0.4796863559
0.0800016000	0.0008677416	0.0007615789	-0.9863476730
0.1000020000	0.0005173983	-0.0175171638	-0.9139371321
0.1200024000	0.0001509620	-0.0183218155	-0.0402325857
0.1400028001	-0.0000708183	-0.0110890166	0.3616399453
0.1600032001	-0.0006909870	-0.0310084339	-0.9959708641
0.1800036001	-0.0013432884	-0.0326150720	-0.0803319079
0.2000040001	-0.0016421044	-0.0149407984	0.8837136813
0.2200044001	-0.0022720319	-0.0314963719	-0.8277786768
0.2400048001	-0.0026939792	-0.0210973681	0.5199501931
0.2600052001	-0.0033773988	-0.0341709809	-0.6536806393
0.2800056001	-0.0041404375	-0.0381519354	-0.1990477261
0.3000060001	-0.0051831820	-0.0521372240	-0.6992644311
0.3200064001	-0.0060084710	-0.0412644497	0.5436387123
0.3400068001	-0.0070217380	-0.0506633503	-0.4699450257
0.3600072001	-0.0079255079	-0.0451884941	0.2737428100
0.3800076002	-0.0091902935	-0.0632392804	-0.9025393161
0.4000080002	-0.0108337359	-0.0821721198	-0.9466419714
0.4200084002	-0.0124844190	-0.0825341566	-0.0181018370
0.4400088002	-0.0143307967	-0.0923188833	-0.4892363375
0.4600092002	-0.0164008512	-0.1035027252	-0.5591920962
0.4800096002	-0.0181633636	-0.0881256181	0.7688553573
0.5000100002	-0.0199129127	-0.0874774571	0.0324080488
0.5200104002	-0.0220235262	-0.1055306748	-0.9026608835
0.5400108002	-0.0238473141	-0.0911893961	0.7170639314
0.5600112002	-0.0260587070	-0.1105696440	-0.9690123933
0.5800116002	-0.0281083622	-0.1024827582	0.4043442888
0.6000120002	-0.0301547509	-0.1023194373	0.0081660460
0.6200124002	-0.0319381951	-0.0891722089	0.6573614230
0.6400128003	-0.0337866364	-0.0924220667	-0.1624928923
0.6600132003	-0.0359173515	-0.1065357538	-0.7056843572
0.6800136003	-0.0384253665	-0.1254007522	-0.9432499199
0.7000140003	-0.0409806866	-0.1277660033	-0.1182625509
0.7200144003	-0.0434301733	-0.1224743320	0.2645835642
0.7400148003	-0.0456645335	-0.1117180137	0.5378159124
0.7600152003	-0.0482572375	-0.1296351980	-0.8958592125
0.7800156003	-0.0507560713	-0.1249416910	0.2346753510
0.8000160003	-0.0530866473	-0.1165288004	0.4206445276
0.8200164003	-0.0551790555	-0.1046204112	0.5954194593
0.8400168003	-0.0575247564	-0.1172850451	-0.6332316919
0.8600172003	-0.0599551975	-0.1215220542	-0.2118504588
0.8800176004	-0.0624053131	-0.1225057787	-0.0491862232
0.9000180004	-0.0647712960	-0.1182991462	0.2103316247
0.9200184004	-0.0673458374	-0.1287270664	-0.5213960121
0.9400188004	-0.0703051523	-0.1479657459	-0.9619339730
0.9600192004	-0.0730664543	-0.1380650999	0.4950322990
0.9800196004	-0.0755992812	-0.1266413440	0.5711877942
1.0000200004	-0.0780868764	-0.1243797633	0.1130790380
1.0200204004	-0.0809288183	-0.1420970951	-0.8858665895
1.0400208004	-0.0836644001	-0.1367790888	0.2659003140
1.0600212004	-0.0864614535	-0.1398526699	-0.1536790552
1.0800216004	-0.0889175746	-0.1228060578	0.8523306059
1.1000220004	-0.0916387979	-0.1360611636	-0.6627552896
